mass_1,mass_2,spin_1z,computeDynaEjecta,computeDiskMass,both,mchirp_min,mchirp_max,spin_2z,EOS,
2.7,1.8,-0.3,0.0,0.0,0.0,1.867,1.956,0.0,H4,0.0
2.7,1.8,0.0,0.0,0.0,0.0,1.867,1.956,0.0,H4,0.0
2.7,1.8,0.3,0.0,0.005,0.005,1.867,1.956,0.0,H4,0.0
2.7,1.8,0.8,0.0,0.072,0.072,1.867,1.956,0.0,H4,0.0
2.7,1.9,-0.3,0.0,0.0,0.0,1.921,2.01,0.0,H4,0.0
2.7,1.9,0.0,0.0,0.0,0.0,1.921,2.01,0.0,H4,0.0
2.7,1.9,0.3,0.0,0.0,0.0,1.921,2.01,0.0,H4,0.0
2.7,1.9,0.8,0.0,0.058,0.058,1.921,2.01,0.0,H4,0.0
2.7,2.0,-0.3,0.0,0.0,0.0,1.974,2.063,0.0,H4,0.0
2.7,2.0,0.0,0.0,0.0,0.0,1.974,2.063,0.0,H4,0.0
2.7,2.0,0.3,0.0,0.0,0.0,1.974,2.063,0.0,H4,0.0
2.7,2.0,0.8,0.0,0.038,0.038,1.974,2.063,0.0,H4,0.0
2.8,1.2,-0.3,0.02,0.009,0.029,1.52,1.616,0.0,H4,0.0
2.8,1.2,0.0,0.027,0.022,0.049,1.52,1.616,0.0,H4,0.0
2.8,1.2,0.3,0.035,0.04,0.075,1.52,1.616,0.0,H4,0.0
2.8,1.2,0.8,0.051,0.091,0.142,1.52,1.616,0.0,H4,0.0
2.8,1.3,-0.3,0.01,0.006,0.016,1.59,1.684,0.0,H4,0.0
2.8,1.3,0.0,0.017,0.018,0.035,1.59,1.684,0.0,H4,0.0
2.8,1.3,0.3,0.024,0.037,0.061,1.59,1.684,0.0,H4,0.0
2.8,1.3,0.8,0.04,0.093,0.133,1.59,1.684,0.0,H4,0.0
2.8,1.4,-0.3,0.0,0.003,0.004,1.657,1.75,0.0,H4,0.0
2.8,1.4,0.0,0.007,0.014,0.021,1.657,1.75,0.0,H4,0.0
2.8,1.4,0.3,0.014,0.033,0.047,1.657,1.75,0.0,H4,0.0
2.8,1.4,0.8,0.029,0.093,0.122,1.657,1.75,0.0,H4,0.0
2.8,1.5,-0.3,0.0,0.0,0.0,1.721,1.813,0.0,H4,0.0
2.8,1.5,0.0,0.0,0.009,0.009,1.721,1.813,0.0,H4,0.0
2.8,1.5,0.3,0.005,0.028,0.032,1.721,1.813,0.0,H4,0.0
2.8,1.5,0.8,0.019,0.091,0.11,1.721,1.813,0.0,H4,0.0
2.8,1.6,-0.3,0.0,0.0,0.0,1.783,1.874,0.0,H4,0.0
2.8,1.6,0.0,0.0,0.003,0.003,1.783,1.874,0.0,H4,0.0
2.8,1.6,0.3,0.0,0.021,0.021,1.783,1.874,0.0,H4,0.0
2.8,1.6,0.8,0.009,0.088,0.097,1.783,1.874,0.0,H4,0.0
2.8,1.7,-0.3,0.0,0.0,0.0,1.842,1.933,0.0,H4,0.0
2.8,1.7,0.0,0.0,0.0,0.0,1.842,1.933,0.0,H4,0.0
2.8,1.7,0.3,0.0,0.012,0.012,1.842,1.933,0.0,H4,0.0
2.8,1.7,0.8,0.0,0.082,0.082,1.842,1.933,0.0,H4,0.0
2.8,1.8,-0.3,0.0,0.0,0.0,1.9,1.99,0.0,H4,0.0
2.8,1.8,0.0,0.0,0.0,0.0,1.9,1.99,0.0,H4,0.0
2.8,1.8,0.3,0.0,0.005,0.005,1.9,1.99,0.0,H4,0.0
2.8,1.8,0.8,0.0,0.071,0.071,1.9,1.99,0.0,H4,0.0
2.8,1.9,-0.3,0.0,0.0,0.0,1.956,2.045,0.0,H4,0.0
2.8,1.9,0.0,0.0,0.0,0.0,1.956,2.045,0.0,H4,0.0
2.8,1.9,0.3,0.0,0.0,0.0,1.956,2.045,0.0,H4,0.0
2.8,1.9,0.8,0.0,0.057,0.057,1.956,2.045,0.0,H4,0.0
2.8,2.0,-0.3,0.0,0.0,0.0,2.01,2.099,0.0,H4,0.0
2.8,2.0,0.0,0.0,0.0,0.0,2.01,2.099,0.0,H4,0.0
2.8,2.0,0.3,0.0,0.0,0.0,2.01,2.099,0.0,H4,0.0
2.8,2.0,0.8,0.0,0.037,0.037,2.01,2.099,0.0,H4,0.0
2.9,1.2,-0.3,0.02,0.008,0.028,1.545,1.642,0.0,H4,0.0
2.9,1.2,0.0,0.028,0.02,0.048,1.545,1.642,0.0,H4,0.0
2.9,1.2,0.3,0.036,0.038,0.075,1.545,1.642,0.0,H4,0.0
2.9,1.2,0.8,0.053,0.089,0.142,1.545,1.642,0.0,H4,0.0
2.9,1.3,-0.3,0.01,0.005,0.015,1.616,1.712,0.0,H4,0.0
2.9,1.3,0.0,0.017,0.017,0.034,1.616,1.712,0.0,H4,0.0
2.9,1.3,0.3,0.025,0.035,0.061,1.616,1.712,0.0,H4,0.0
2.9,1.3,0.8,0.041,0.091,0.133,1.616,1.712,0.0,H4,0.0
2.9,1.4,-0.3,0.0,0.003,0.003,1.684,1.778,0.0,H4,0.0
2.9,1.4,0.0,0.007,0.013,0.02,1.684,1.778,0.0,H4,0.0
2.9,1.4,0.3,0.015,0.032,0.046,1.684,1.778,0.0,H4,0.0
2.9,1.4,0.8,0.03,0.091,0.122,1.684,1.778,0.0,H4,0.0
2.9,1.5,-0.3,0.0,0.0,0.0,1.75,1.843,0.0,H4,0.0
2.9,1.5,0.0,0.0,0.008,0.008,1.75,1.843,0.0,H4,0.0
2.9,1.5,0.3,0.005,0.027,0.032,1.75,1.843,0.0,H4,0.0
2.9,1.5,0.8,0.02,0.09,0.11,1.75,1.843,0.0,H4,0.0
2.9,1.6,-0.3,0.0,0.0,0.0,1.813,1.905,0.0,H4,0.0
2.9,1.6,0.0,0.0,0.003,0.003,1.813,1.905,0.0,H4,0.0
2.9,1.6,0.3,0.0,0.02,0.02,1.813,1.905,0.0,H4,0.0
2.9,1.6,0.8,0.01,0.086,0.096,1.813,1.905,0.0,H4,0.0
2.9,1.7,-0.3,0.0,0.0,0.0,1.874,1.965,0.0,H4,0.0
2.9,1.7,0.0,0.0,0.0,0.0,1.874,1.965,0.0,H4,0.0
2.9,1.7,0.3,0.0,0.012,0.012,1.874,1.965,0.0,H4,0.0
2.9,1.7,0.8,0.0,0.081,0.081,1.874,1.965,0.0,H4,0.0
2.9,1.8,-0.3,0.0,0.0,0.0,1.933,2.023,0.0,H4,0.0
2.9,1.8,0.0,0.0,0.0,0.0,1.933,2.023,0.0,H4,0.0
2.9,1.8,0.3,0.0,0.004,0.004,1.933,2.023,0.0,H4,0.0
2.9,1.8,0.8,0.0,0.07,0.07,1.933,2.023,0.0,H4,0.0
2.9,1.9,-0.3,0.0,0.0,0.0,1.99,2.079,0.0,H4,0.0
2.9,1.9,0.0,0.0,0.0,0.0,1.99,2.079,0.0,H4,0.0
