mass_1,mass_2,spin_1z,computeDynaEjecta,computeDiskMass,both,mchirp_min,mchirp_max,spin_2z,EOS,
2.4,1.9,0.3,0.0,0.0,0.0,1.813,1.9,0.0,SLy,0.0
2.4,1.9,0.8,0.0,0.025,0.025,1.813,1.9,0.0,SLy,0.0
2.4,2.0,-0.3,0.0,0.0,0.0,1.862,1.949,0.0,SLy,0.0
2.4,2.0,0.0,0.0,0.0,0.0,1.862,1.949,0.0,SLy,0.0
2.4,2.0,0.3,0.0,0.0,0.0,1.862,1.949,0.0,SLy,0.0
2.4,2.0,0.8,0.0,0.011,0.011,1.862,1.949,0.0,SLy,0.0
2.5,1.2,-0.3,0.002,0.003,0.004,1.441,1.535,0.0,SLy,0.0
2.5,1.2,0.0,0.008,0.012,0.02,1.441,1.535,0.0,SLy,0.0
2.5,1.2,0.3,0.014,0.028,0.043,1.441,1.535,0.0,SLy,0.0
2.5,1.2,0.8,0.028,0.08,0.108,1.441,1.535,0.0,SLy,0.0
2.5,1.3,-0.3,0.0,0.0,0.0,1.507,1.599,0.0,SLy,0.0
2.5,1.3,0.0,0.0,0.007,0.007,1.507,1.599,0.0,SLy,0.0
2.5,1.3,0.3,0.004,0.023,0.028,1.507,1.599,0.0,SLy,0.0
2.5,1.3,0.8,0.017,0.078,0.095,1.507,1.599,0.0,SLy,0.0
2.5,1.4,-0.3,0.0,0.0,0.0,1.569,1.661,0.0,SLy,0.0
2.5,1.4,0.0,0.0,0.002,0.002,1.569,1.661,0.0,SLy,0.0
2.5,1.4,0.3,0.0,0.017,0.017,1.569,1.661,0.0,SLy,0.0
2.5,1.4,0.8,0.007,0.075,0.082,1.569,1.661,0.0,SLy,0.0
2.5,1.5,-0.3,0.0,0.0,0.0,1.63,1.72,0.0,SLy,0.0
2.5,1.5,0.0,0.0,0.0,0.0,1.63,1.72,0.0,SLy,0.0
2.5,1.5,0.3,0.0,0.009,0.009,1.63,1.72,0.0,SLy,0.0
2.5,1.5,0.8,0.0,0.069,0.069,1.63,1.72,0.0,SLy,0.0
2.5,1.6,-0.3,0.0,0.0,0.0,1.688,1.777,0.0,SLy,0.0
2.5,1.6,0.0,0.0,0.0,0.0,1.688,1.777,0.0,SLy,0.0
2.5,1.6,0.3,0.0,0.003,0.003,1.688,1.777,0.0,SLy,0.0
2.5,1.6,0.8,0.0,0.06,0.06,1.688,1.777,0.0,SLy,0.0
2.5,1.7,-0.3,0.0,0.0,0.0,1.744,1.833,0.0,SLy,0.0
2.5,1.7,0.0,0.0,0.0,0.0,1.744,1.833,0.0,SLy,0.0
2.5,1.7,0.3,0.0,0.0,0.0,1.744,1.833,0.0,SLy,0.0
2.5,1.7,0.8,0.0,0.049,0.049,1.744,1.833,0.0,SLy,0.0
2.5,1.8,-0.3,0.0,0.0,0.0,1.798,1.886,0.0,SLy,0.0
2.5,1.8,0.0,0.0,0.0,0.0,1.798,1.886,0.0,SLy,0.0
2.5,1.8,0.3,0.0,0.0,0.0,1.798,1.886,0.0,SLy,0.0
2.5,1.8,0.8,0.0,0.037,0.037,1.798,1.886,0.0,SLy,0.0
2.5,1.9,-0.3,0.0,0.0,0.0,1.85,1.938,0.0,SLy,0.0
2.5,1.9,0.0,0.0,0.0,0.0,1.85,1.938,0.0,SLy,0.0
2.5,1.9,0.3,0.0,0.0,0.0,1.85,1.938,0.0,SLy,0.0
2.5,1.9,0.8,0.0,0.024,0.024,1.85,1.938,0.0,SLy,0.0
2.5,2.0,-0.3,0.0,0.0,0.0,1.9,1.988,0.0,SLy,0.0
2.5,2.0,0.0,0.0,0.0,0.0,1.9,1.988,0.0,SLy,0.0
2.5,2.0,0.3,0.0,0.0,0.0,1.9,1.988,0.0,SLy,0.0
2.5,2.0,0.8,0.0,0.01,0.01,1.9,1.988,0.0,SLy,0.0
2.6,1.2,-0.3,0.001,0.002,0.004,1.468,1.563,0.0,SLy,0.0
2.6,1.2,0.0,0.008,0.011,0.019,1.468,1.563,0.0,SLy,0.0
2.6,1.2,0.3,0.015,0.027,0.042,1.468,1.563,0.0,SLy,0.0
2.6,1.2,0.8,0.029,0.078,0.108,1.468,1.563,0.0,SLy,0.0
2.6,1.3,-0.3,0.0,0.0,0.0,1.535,1.628,0.0,SLy,0.0
2.6,1.3,0.0,0.0,0.007,0.007,1.535,1.628,0.0,SLy,0.0
2.6,1.3,0.3,0.005,0.022,0.027,1.535,1.628,0.0,SLy,0.0
2.6,1.3,0.8,0.019,0.077,0.095,1.535,1.628,0.0,SLy,0.0
2.6,1.4,-0.3,0.0,0.0,0.0,1.599,1.691,0.0,SLy,0.0
2.6,1.4,0.0,0.0,0.002,0.002,1.599,1.691,0.0,SLy,0.0
2.6,1.4,0.3,0.0,0.016,0.016,1.599,1.691,0.0,SLy,0.0
2.6,1.4,0.8,0.009,0.073,0.082,1.599,1.691,0.0,SLy,0.0
2.6,1.5,-0.3,0.0,0.0,0.0,1.661,1.752,0.0,SLy,0.0
2.6,1.5,0.0,0.0,0.0,0.0,1.661,1.752,0.0,SLy,0.0
2.6,1.5,0.3,0.0,0.008,0.008,1.661,1.752,0.0,SLy,0.0
2.6,1.5,0.8,0.0,0.068,0.068,1.661,1.752,0.0,SLy,0.0
2.6,1.6,-0.3,0.0,0.0,0.0,1.72,1.81,0.0,SLy,0.0
2.6,1.6,0.0,0.0,0.0,0.0,1.72,1.81,0.0,SLy,0.0
2.6,1.6,0.3,0.0,0.002,0.002,1.72,1.81,0.0,SLy,0.0
2.6,1.6,0.8,0.0,0.059,0.059,1.72,1.81,0.0,SLy,0.0
2.6,1.7,-0.3,0.0,0.0,0.0,1.777,1.867,0.0,SLy,0.0
2.6,1.7,0.0,0.0,0.0,0.0,1.777,1.867,0.0,SLy,0.0
2.6,1.7,0.3,0.0,0.0,0.0,1.777,1.867,0.0,SLy,0.0
2.6,1.7,0.8,0.0,0.049,0.049,1.777,1.867,0.0,SLy,0.0
2.6,1.8,-0.3,0.0,0.0,0.0,1.833,1.921,0.0,SLy,0.0
2.6,1.8,0.0,0.0,0.0,0.0,1.833,1.921,0.0,SLy,0.0
2.6,1.8,0.3,0.0,0.0,0.0,1.833,1.921,0.0,SLy,0.0
2.6,1.8,0.8,0.0,0.037,0.037,1.833,1.921,0.0,SLy,0.0
2.6,1.9,-0.3,0.0,0.0,0.0,1.886,1.974,0.0,SLy,0.0
2.6,1.9,0.0,0.0,0.0,0.0,1.886,1.974,0.0,SLy,0.0
2.6,1.9,0.3,0.0,0.0,0.0,1.886,1.974,0.0,SLy,0.0
2.6,1.9,0.8,0.0,0.024,0.024,1.886,1.974,0.0,SLy,0.0
2.6,2.0,-0.3,0.0,0.0,0.0,1.938,2.026,0.0,SLy,0.0
2.6,2.0,0.0,0.0,0.0,0.0,1.938,2.026,0.0,SLy,0.0
2.6,2.0,0.3,0.0,0.0,0.0,1.938,2.026,0.0,SLy,0.0
2.6,2.0,0.8,0.0,0.01,0.01,1.938,2.026,0.0,SLy,0.0
2.7,1.2,-0.3,0.001,0.002,0.003,1.494,1.59,0.0,SLy,0.0
2.7,1.2,0.0,0.008,0.01,0.018,1.494,1.59,0.0,SLy,0.0
2.7,1.2,0.3,0.016,0.026,0.041,1.494,1.59,0.0,SLy,0.0
2.7,1.2,0.8,0.031,0.076,0.107,1.494,1.59,0.0,SLy,0.0
2.7,1.3,-0.3,0.0,0.0,0.0,1.563,1.657,0.0,SLy,0.0
2.7,1.3,0.0,0.0,0.006,0.006,1.563,1.657,0.0,SLy,0.0
2.7,1.3,0.3,0.005,0.021,0.026,1.563,1.657,0.0,SLy,0.0
2.7,1.3,0.8,0.02,0.075,0.095,1.563,1.657,0.0,SLy,0.0
2.7,1.4,-0.3,0.0,0.0,0.0,1.628,1.721,0.0,SLy,0.0
2.7,1.4,0.0,0.0,0.001,0.001,1.628,1.721,0.0,SLy,0.0
2.7,1.4,0.3,0.0,0.015,0.015,1.628,1.721,0.0,SLy,0.0
2.7,1.4,0.8,0.01,0.072,0.082,1.628,1.721,0.0,SLy,0.0
2.7,1.5,-0.3,0.0,0.0,0.0,1.691,1.783,0.0,SLy,0.0
2.7,1.5,0.0,0.0,0.0,0.0,1.691,1.783,0.0,SLy,0.0
2.7,1.5,0.3,0.0,0.008,0.008,1.691,1.783,0.0,SLy,0.0
2.7,1.5,0.8,0.0,0.067,0.067,1.691,1.783,0.0,SLy,0.0
2.7,1.6,-0.3,0.0,0.0,0.0,1.752,1.842,0.0,SLy,0.0
2.7,1.6,0.0,0.0,0.0,0.0,1.752,1.842,0.0,SLy,0.0
2.7,1.6,0.3,0.0,0.002,0.002,1.752,1.842,0.0,SLy,0.0
2.7,1.6,0.8,0.0,0.058,0.058,1.752,1.842,0.0,SLy,0.0
2.7,1.7,-0.3,0.0,0.0,0.0,1.81,1.9,0.0,SLy,0.0
2.7,1.7,0.0,0.0,0.0,0.0,1.81,1.9,0.0,SLy,0.0
2.7,1.7,0.3,0.0,0.0,0.0,1.81,1.9,0.0,SLy,0.0
2.7,1.7,0.8,0.0,0.048,0.048,1.81,1.9,0.0,SLy,0.0
2.7,1.8,-0.3,0.0,0.0,0.0,1.867,1.956,0.0,SLy,0.0
2.7,1.8,0.0,0.0,0.0,0.0,1.867,1.956,0.0,SLy,0.0
2.7,1.8,0.3,0.0,0.0,0.0,1.867,1.956,0.0,SLy,0.0
2.7,1.8,0.8,0.0,0.036,0.036,1.867,1.956,0.0,SLy,0.0
2.7,1.9,-0.3,0.0,0.0,0.0,1.921,2.01,0.0,SLy,0.0
2.7,1.9,0.0,0.0,0.0,0.0,1.921,2.01,0.0,SLy,0.0
2.7,1.9,0.3,0.0,0.0,0.0,1.921,2.01,0.0,SLy,0.0
2.7,1.9,0.8,0.0,0.023,0.023,1.921,2.01,0.0,SLy,0.0
2.7,2.0,-0.3,0.0,0.0,0.0,1.974,2.063,0.0,SLy,0.0
2.7,2.0,0.0,0.0,0.0,0.0,1.974,2.063,0.0,SLy,0.0
2.7,2.0,0.3,0.0,0.0,0.0,1.974,2.063,0.0,SLy,0.0
2.7,2.0,0.8,0.0,0.01,0.01,1.974,2.063,0.0,SLy,0.0
2.8,1.2,-0.3,0.0,0.002,0.002,1.52,1.616,0.0,SLy,0.0
2.8,1.2,0.0,0.008,0.009,0.017,1.52,1.616,0.0,SLy,0.0
2.8,1.2,0.3,0.016,0.024,0.04,1.52,1.616,0.0,SLy,0.0
2.8,1.2,0.8,0.032,0.075,0.107,1.52,1.616,0.0,SLy,0.0
2.8,1.3,-0.3,0.0,0.0,0.0,1.59,1.684,0.0,SLy,0.0
2.8,1.3,0.0,0.0,0.005,0.005,1.59,1.684,0.0,SLy,0.0
2.8,1.3,0.3,0.006,0.02,0.025,1.59,1.684,0.0,SLy,0.0
2.8,1.3,0.8,0.021,0.074,0.095,1.59,1.684,0.0,SLy,0.0
2.8,1.4,-0.3,0.0,0.0,0.0,1.657,1.75,0.0,SLy,0.0
2.8,1.4,0.0,0.0,0.0,0.0,1.657,1.75,0.0,SLy,0.0
2.8,1.4,0.3,0.0,0.014,0.014,1.657,1.75,0.0,SLy,0.0
2.8,1.4,0.8,0.011,0.071,0.081,1.657,1.75,0.0,SLy,0.0
2.8,1.5,-0.3,0.0,0.0,0.0,1.721,1.813,0.0,SLy,0.0
2.8,1.5,0.0,0.0,0.0,0.0,1.721,1.813,0.0,SLy,0.0
2.8,1.5,0.3,0.0,0.007,0.007,1.721,1.813,0.0,SLy,0.0
2.8,1.5,0.8,0.0,0.066,0.067,1.721,1.813,0.0,SLy,0.0
2.8,1.6,-0.3,0.0,0.0,0.0,1.783,1.874,0.0,SLy,0.0
